"","Name","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"22","0-0-0-0-0","GO:0006928","movement of cell or subcellular component","25/102","447/4489",1.33519936173355e-05,0.000759242909785759,0.000669516234974526,"Pvr/bsk/beat-Ia/tup/Lim3/drl/sr/Moe/fra/Galphaq/Pka-R2/Ggamma1/Dscam1/zfh1/bnl/dac/stan/l(2)41Ab/robo1/sli/Sema2b/msn/mew/NetB/robo3",25
"23","0-0-0-0-0","GO:0032989","cellular component morphogenesis","23/102","393/4489",1.54172547897128e-05,0.000838564597475246,0.000739463753758305,"bsk/beat-Ia/tup/Lim3/drl/Cad99C/Moe/fra/Galphaq/Pka-R2/Dscam1/zfh1/bnl/dac/stan/robo1/sick/sli/Sema2b/msn/mew/NetB/robo3",23
"24","0-0-0-0-0","GO:0016198","axon choice point recognition","6/102","26/4489",1.89093181270619e-05,0.000946468581136308,0.000834615737330852,"beat-Ia/drl/fra/Galphaq/robo1/sli",6
"25","0-0-0-0-0","GO:0031175","neuron projection development","21/102","342/4489",1.89142402305417e-05,0.000946468581136308,0.000834615737330852,"bsk/beat-Ia/tup/Lim3/drl/Moe/fra/Galphaq/Pka-R2/Dscam1/zfh1/dac/stan/robo1/sick/sli/Sema2b/msn/mew/NetB/robo3",21
"26","0-0-0-0-0","GO:0048732","gland development","12/102","127/4489",2.42209692572216e-05,0.00116540125156863,0.00102767513285701,"Pvr/tup/drl/lolal/fra/zfh1/Eip74EF/robo1/sli/mew/NetB/Adgf-A",12
"27","0-0-0-0-0","GO:0007157","heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules","5/102","17/4489",2.73480954393882e-05,0.00126712842202499,0.00111738027370288,"beat-Ia/glec/sns/ds/mew",5
"28","0-0-0-0-0","GO:0000902","cell morphogenesis","23/102","410/4489",3.07623708748049e-05,0.00137441878444218,0.00121199115326299,"ph-p/bsk/beat-Ia/tup/Lim3/drl/Moe/fra/Galphaq/Pka-R2/Dscam1/zfh1/bnl/dac/stan/robo1/sick/sli/Sema2b/msn/mew/NetB/robo3",23
"29","0-0-0-0-0","GO:0051270","regulation of cellular component movement","10/102","93/4489",3.96355431697145e-05,0.00170979532776941,0.00150773318482253,"Pvr/bsk/fra/Dscam1/bnl/stan/robo1/sli/msn/NetB",10
"30","0-0-0-0-0","GO:0040012","regulation of locomotion","10/102","95/4489",4.77348651414387e-05,0.00199054387639799,0.00175530311116588,"Pvr/bsk/fra/Dscam1/bnl/stan/robo1/sli/msn/NetB",10
"31","0-0-0-0-0","GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules","7/102","48/4489",8.71603844918996e-05,0.0034946522218516,0.00308165722453656,"beat-Ia/glec/Cad99C/sns/stan/ds/mew",7
"32","0-0-0-0-0","GO:0007431","salivary gland development","9/102","83/4489",9.2185070600402e-05,0.0034946522218516,0.00308165722453656,"Pvr/drl/lolal/fra/Eip74EF/robo1/sli/mew/NetB",9
"33","0-0-0-0-0","GO:0035272","exocrine system development","9/102","83/4489",9.2185070600402e-05,0.0034946522218516,0.00308165722453656,"Pvr/drl/lolal/fra/Eip74EF/robo1/sli/mew/NetB",9
"34","0-0-0-0-0","GO:0035050","embryonic heart tube development","4/102","12/4489",0.000108142264295508,0.00397899919510824,0.00350876448859728,"tup/Ggamma1/robo1/sli",4
"35","0-0-0-0-0","GO:0048859","formation of anatomical boundary","6/102","35/4489",0.000112938617206635,0.00403674886072857,0.00355968934834746,"fra/robo1/sli/ds/mew/NetB",6
"36","0-0-0-0-0","GO:0048666","neuron development","23/102","451/4489",0.000137438878968415,0.00477600104415241,0.00421157734382745,"ph-p/bsk/beat-Ia/tup/Lim3/drl/Moe/fra/Galphaq/Pka-R2/Dscam1/zfh1/dac/stan/tinc/robo1/sick/sli/Sema2b/msn/mew/NetB/robo3",23
"37","0-0-0-0-0","GO:0030334","regulation of cell migration","8/102","69/4489",0.00014339716286545,0.00484837434445075,0.00427539762967259,"Pvr/bsk/fra/Dscam1/bnl/robo1/sli/msn",8
"38","0-0-0-0-0","GO:2000145","regulation of cell motility","8/102","70/4489",0.000158893396282234,0.00523093786181777,0.00461275011921833,"Pvr/bsk/fra/Dscam1/bnl/robo1/sli/msn",8
"39","0-0-0-0-0","GO:0016199","axon midline choice point recognition","5/102","24/4489",0.000165499723402622,0.00530872189683795,0.00468134170380426,"drl/fra/Galphaq/robo1/sli",5
"40","0-0-0-0-0","GO:0048568","embryonic organ development","6/102","39/4489",0.000210903821411578,0.00659601701464709,0.00581650539050877,"Pvr/bsk/tup/Ggamma1/robo1/sli",6
"41","0-0-0-0-0","GO:0008045","motor neuron axon guidance","7/102","56/4489",0.000236560457486643,0.0072179788369705,0.00636496429899877,"beat-Ia/tup/Lim3/fra/zfh1/robo1/NetB",7
"42","0-0-0-0-0","GO:0007389","pattern specification process","18/102","328/4489",0.00034387678953894,0.0101601105167554,0.00895939738445846,"ph-p/bsk/tup/tara/E(spl)mbeta-HLH/GEFmeso/lolal/Moe/dve/fra/dac/stan/robo1/sli/ds/mew/NetB/nkd",18
"43","0-0-0-0-0","GO:0035295","tube development","23/102","480/4489",0.000349228419041153,0.0101601105167554,0.00895939738445846,"Pvr/bsk/noc/tup/drl/tara/Cad99C/GEFmeso/lolal/Moe/dve/Ggamma1/bnl/dac/stan/rdo/px/robo1/sli/ds/msn/mew/Cyp18a1",23
"44","0-0-0-0-0","GO:0003002","regionalization","17/102","301/4489",0.000366676110889707,0.0104252685164324,0.00919321923953142,"ph-p/tup/tara/E(spl)mbeta-HLH/GEFmeso/lolal/Moe/dve/fra/dac/stan/robo1/sli/ds/mew/NetB/nkd",17
"45","0-0-0-0-0","GO:0007417","central nervous system development","12/102","170/4489",0.000408447457251381,0.0112454416975711,0.00991646505873572,"ph-p/Pvr/bsk/noc/drl/bwa/sr/Dscam1/dac/stan/nrv2/robo3",12
"46","0-0-0-0-0","GO:0008347","glial cell migration","5/102","29/4489",0.000422490615336403,0.0112454416975711,0.00991646505873572,"Pvr/fra/bnl/sli/NetB",5
"47","0-0-0-0-0","GO:0010160","formation of animal organ boundary","5/102","29/4489",0.000422490615336403,0.0112454416975711,0.00991646505873572,"fra/robo1/sli/mew/NetB",5
"48","0-0-0-0-0","GO:0007420","brain development","8/102","84/4489",0.000564510555601521,0.0147125563553647,0.0129738390848771,"bsk/noc/drl/bwa/Dscam1/dac/stan/robo3",8
"49","0-0-0-0-0","GO:0051272","positive regulation of cellular component movement","7/102","66/4489",0.000659669901432453,0.016841776463102,0.0148514297894997,"Pvr/bsk/fra/Dscam1/stan/robo1/sli",7
"50","0-0-0-0-0","GO:0007423","sensory organ development","17/102","319/4489",0.00072001094569902,0.0177367950597577,0.015640675857315,"mab-21/CG4766/noc/beat-Ia/tup/Moe/fra/Galphaq/sns/sv/bnl/dac/stan/rdo/tinc/ds/NetB",17
"51","0-0-0-0-0","GO:0042063","gliogenesis","7/102","67/4489",0.000723082772220337,0.0177367950597577,0.015640675857315,"Rchy1/Pvr/fra/bnl/nrv2/sli/NetB",7
"52","0-0-0-0-0","GO:0048645","animal organ formation","5/102","34/4489",0.000904659889508135,0.0217640292648976,0.0191919749838973,"fra/robo1/sli/mew/NetB",5
"53","0-0-0-0-0","GO:0030335","positive regulation of cell migration","6/102","51/4489",0.000933959899491324,0.0220449780049745,0.0194397214432355,"Pvr/bsk/fra/Dscam1/robo1/sli",6
"54","0-0-0-0-0","GO:0048813","dendrite morphogenesis","9/102","114/4489",0.00101439002785896,0.022398633423457,0.019751582168188,"tup/drl/fra/Dscam1/stan/robo1/sli/Sema2b/NetB",9
"55","0-0-0-0-0","GO:2000147","positive regulation of cell motility","6/102","52/4489",0.00103660607444368,0.022398633423457,0.019751582168188,"Pvr/bsk/fra/Dscam1/robo1/sli",6
"56","0-0-0-0-0","GO:0001654","eye development","15/102","271/4489",0.00103846581819385,0.022398633423457,0.019751582168188,"mab-21/CG4766/noc/beat-Ia/Moe/fra/Galphaq/sns/sv/bnl/dac/stan/tinc/ds/NetB",15
"57","0-0-0-0-0","GO:0048880","sensory system development","15/102","271/4489",0.00103846581819385,0.022398633423457,0.019751582168188,"mab-21/CG4766/noc/beat-Ia/Moe/fra/Galphaq/sns/sv/bnl/dac/stan/tinc/ds/NetB",15
"58","0-0-0-0-0","GO:0150063","visual system development","15/102","271/4489",0.00103846581819385,0.022398633423457,0.019751582168188,"mab-21/CG4766/noc/beat-Ia/Moe/fra/Galphaq/sns/sv/bnl/dac/stan/tinc/ds/NetB",15
"59","0-0-0-0-0","GO:0001700","embryonic development via the syncytial blastoderm","9/102","115/4489",0.00108002344781234,0.0229001581900548,0.0201938371687303,"Pvr/bsk/tup/sr/lolal/sns/Ggamma1/zfh1/msn",9
"60","0-0-0-0-0","GO:0060322","head development","8/102","93/4489",0.00111441153489054,0.0232354805024678,0.0204895313783384,"bsk/noc/drl/bwa/Dscam1/dac/stan/robo3",8
"61","0-0-0-0-0","GO:0009792","embryo development ending in birth or egg hatching","9/102","119/4489",0.00137794203722409,0.0281909778682481,0.0248593923227094,"Pvr/bsk/tup/sr/lolal/sns/Ggamma1/zfh1/msn",9
"62","0-0-0-0-0","GO:0040017","positive regulation of locomotion","6/102","55/4489",0.00139715477844235,0.0281909778682481,0.0248593923227094,"Pvr/bsk/fra/Dscam1/robo1/sli",6
"63","0-0-0-0-0","GO:0016319","mushroom body development","6/102","56/4489",0.00153642609695703,0.0305090324967183,0.0269035012466328,"bsk/drl/Dscam1/dac/stan/robo3",6
"64","0-0-0-0-0","GO:0016358","dendrite development","9/102","123/4489",0.0017390058318676,0.0334691737794827,0.029513815575664,"tup/drl/fra/Dscam1/stan/robo1/sli/Sema2b/NetB",9
"65","0-0-0-0-0","GO:0048608","reproductive structure development","6/102","58/4489",0.00184648699509018,0.0344769437441465,0.0304024881516812,"Pvr/bsk/dve/robo1/sli/robo3",6
"66","0-0-0-0-0","GO:0061458","reproductive system development","6/102","58/4489",0.00184648699509018,0.0344769437441465,0.0304024881516812,"Pvr/bsk/dve/robo1/sli/robo3",6
"67","0-0-0-0-0","GO:0032879","regulation of localization","18/102","381/4489",0.00200964823834548,0.0369716168554441,0.0326023429378648,"Pvr/Npc1a/bsk/CG6583/Cad99C/Moe/fra/Dscam1/bnl/stan/Syt7/nrv2/Sep4/robo1/sli/Rgk1/msn/NetB",18
"68","0-0-0-0-0","GO:0016477","cell migration","13/102","232/4489",0.00205716603818579,0.0372973146923249,0.0328895500841908,"Pvr/bsk/sr/fra/Ggamma1/Dscam1/zfh1/bnl/robo1/sli/msn/mew/NetB",13
"69","0-0-0-0-0","GO:0007424","open tracheal system development","11/102","178/4489",0.00214323440905573,0.0383026606532675,0.0337760851231641,"noc/sr/lolal/Moe/bnl/stan/nrv2/robo1/sli/ds/mew",11
"70","0-0-0-0-0","GO:0009790","embryo development","16/102","324/4489",0.00233597502075837,0.0411592218446298,0.0362950603670092,"ph-p/Pvr/bsk/tup/sr/lolal/Moe/luna/sns/Ggamma1/zfh1/stan/robo1/sli/msn/nkd",16
"71","0-0-0-0-0","GO:0048870","cell motility","13/102","238/4489",0.00258152210680877,0.0448539466058025,0.0395531457300526,"Pvr/bsk/sr/fra/Ggamma1/Dscam1/zfh1/bnl/robo1/sli/msn/mew/NetB",13
"72","0-0-0-0-0","GO:0010632","regulation of epithelial cell migration","5/102","43/4489",0.00266235923035858,0.0452858418632354,0.0399339999770043,"Pvr/bsk/robo1/sli/msn",5
"73","0-0-0-0-0","GO:0051674","localization of cell","13/102","239/4489",0.00267877881525134,0.0452858418632354,0.0399339999770043,"Pvr/bsk/sr/fra/Ggamma1/Dscam1/zfh1/bnl/robo1/sli/msn/mew/NetB",13
"74","0-0-0-0-0","GO:0060541","respiratory system development","11/102","185/4489",0.00290515028851734,0.0484579068124692,0.0427311930156655,"noc/sr/lolal/Moe/bnl/stan/nrv2/robo1/sli/ds/mew",11
"75","0-0-0-0-0","GO:0007444","imaginal disc development","18/102","395/4489",0.00299735525651271,0.0493380450775974,0.0435073172967496,"Pvr/bsk/noc/tup/drl/tara/GEFmeso/Moe/dve/bnl/dac/stan/rdo/px/ds/msn/mew/Cyp18a1",18
"76","0-0-0-0-0","GO:0035218","leg disc development","6/102","64/4489",0.00306507563622798,0.0497975275444312,0.0439124985203954,"noc/GEFmeso/dve/dac/ds/Cyp18a1",6
"77","1-1-1-2-1","GO:0046907","intracellular transport","44/261","395/4489",1.23533569645821e-05,0.0134325999029809,0.0128033109543739,"Vps11/PGAP1/Pex14/MME1/Snx17/Reps/CG9393/Vps39/Osbp/wts/Snx16/Arfrp1/fh/cpa/Khc/Pex13/CG18659/CG11141/Vsp37A/Rab21/lt/CG17883/Clbn/crb/Ykt6/egl/opm/Ns3/ebo/Sem1/Sec15/CG1847/CG8134/Rok/Mvb12/car/Kap-alpha1/DCTN1-p150/Syx13/Klp68D/Mon1/Su(dx)/AIF/tho2",44
"78","1-1-1-2-1","GO:0034613","cellular protein localization","36/261","304/4489",2.26099405083556e-05,0.0134325999029809,0.0128033109543739,"Pex14/PIG-U/Snx17/Sec71/CG9393/Vps39/CG7218/Osbp/CG5447/wts/Snx16/Arfrp1/Pex13/CG11141/Vsp37A/Pten/Rab10/Rab21/lt/Parp/CG9853/Clbn/crb/opm/ebo/Sec15/CG1847/jub/Rok/car/Kap-alpha1/DCTN1-p150/Syx13/Mon1/Su(dx)/AIF",36
"79","1-1-1-2-1","GO:0007041","lysosomal transport","7/261","18/4489",3.79174776995942e-05,0.0134325999029809,0.0128033109543739,"Vps11/Snx16/lt/Mvb12/car/Mon1/Su(dx)",7
"80","1-1-1-2-1","GO:0070727","cellular macromolecule localization","38/261","338/4489",4.29598145514109e-05,0.0134325999029809,0.0128033109543739,"Pex14/PIG-U/Snx17/Sec71/CG9393/Vps39/CG7218/Osbp/CG5447/wts/Snx16/Arfrp1/Khc/Pex13/CG11141/Vsp37A/Pten/Rab10/Rab21/lt/Parp/CG9853/Clbn/crb/egl/opm/ebo/Sec15/CG1847/jub/Rok/car/Kap-alpha1/DCTN1-p150/Syx13/Mon1/Su(dx)/AIF",38
"81","1-1-1-2-1","GO:0072665","protein localization to vacuole","6/261","13/4489",4.42832963834534e-05,0.0134325999029809,0.0128033109543739,"Snx16/Vsp37A/lt/car/Mon1/Su(dx)",6
"82","1-1-1-2-1","GO:0072666","establishment of protein localization to vacuole","6/261","13/4489",4.42832963834534e-05,0.0134325999029809,0.0128033109543739,"Snx16/Vsp37A/lt/car/Mon1/Su(dx)",6
"83","1-1-1-2-1","GO:0045184","establishment of protein localization","32/261","271/4489",7.13771552122906e-05,0.0170322988398357,0.0162343715951701,"Pex14/Snx17/Sec71/CG9393/Vps39/Osbp/CG5447/wts/Snx16/Arfrp1/Pex13/CG11141/Vsp37A/Rab10/Rab21/lt/CG9853/mol/Clbn/crb/opm/ebo/CG1847/Scamp/Rok/car/Kap-alpha1/DCTN1-p150/Syx13/Mon1/Su(dx)/AIF",32
"84","1-1-1-2-1","GO:0006886","intracellular protein transport","25/261","189/4489",7.48672476476293e-05,0.0170322988398357,0.0162343715951701,"Pex14/Snx17/CG9393/Vps39/Osbp/wts/Snx16/Arfrp1/Pex13/CG11141/Vsp37A/Rab21/lt/Clbn/crb/opm/ebo/CG1847/car/Kap-alpha1/DCTN1-p150/Syx13/Mon1/Su(dx)/AIF",25
"85","1-1-1-2-1","GO:0033365","protein localization to organelle","19/261","127/4489",0.000109499623233416,0.0221432571427575,0.0211058922910725,"Pex14/CG9393/CG7218/wts/Snx16/Arfrp1/Pex13/Vsp37A/lt/Parp/CG9853/CG1847/jub/car/Kap-alpha1/DCTN1-p150/Mon1/Su(dx)/AIF",19
"86","1-1-1-2-1","GO:0015031","protein transport","30/261","258/4489",0.000161781477398964,0.0294442288866115,0.0280648289214203,"Pex14/Snx17/Sec71/CG9393/Vps39/Osbp/CG5447/wts/Snx16/Arfrp1/Pex13/CG11141/Vsp37A/Rab10/Rab21/lt/mol/Clbn/crb/opm/ebo/CG1847/Scamp/car/Kap-alpha1/DCTN1-p150/Syx13/Mon1/Su(dx)/AIF",30
"87","1-1-1-2-1","GO:0071705","nitrogen compound transport","38/261","363/4489",0.000202009527550358,0.0334233945583319,0.0318575790816258,"Pex14/MME1/Snx17/Sec71/CG9393/Vps39/Osbp/CG5447/wts/Snx16/Arfrp1/CG30394/Pex13/CG11141/Vsp37A/Rab10/Rab21/lt/mol/Clbn/crb/egl/Fic/opm/yin/ebo/Sem1/CG1847/Scamp/CG4991/car/Kap-alpha1/DCTN1-p150/Syx13/Mon1/Su(dx)/AIF/tho2",38
"88","1-1-1-2-1","GO:0097352","autophagosome maturation","6/261","17/4489",0.000261918212458508,0.0397242622228738,0.0378632643975107,"Vps11/Vps39/Rab21/lt/Snap29/car",6
"89","2-2-2-2-1","GO:0002181","cytoplasmic translation","9/10","104/4489",1.331884065929e-14,1.7314492857077e-12,1.38796339502075e-12,"RpL10/eIF4A/RpL5/RpL38/RpL37A/RpS15Aa/RpS5a/RpL10Ab/RpS9",9
"90","2-2-2-2-1","GO:0006412","translation","10/10","285/4489",9.16139382504324e-13,5.95490598627811e-11,4.7735683614699e-11,"RpL10/eIF4A/eEF2/RpL5/RpL38/RpL37A/RpS15Aa/RpS5a/RpL10Ab/RpS9",10
"91","2-2-2-2-1","GO:0043043","peptide biosynthetic process","10/10","309/4489",2.08228585951073e-12,9.02323872454649e-11,7.23320351198464e-11,"RpL10/eIF4A/eEF2/RpL5/RpL38/RpL37A/RpS15Aa/RpS5a/RpL10Ab/RpS9",10
"92","2-2-2-2-1","GO:0043604","amide biosynthetic process","10/10","327/4489",3.69815865562236e-12,1.20190156307727e-10,9.63467649754245e-11,"RpL10/eIF4A/eEF2/RpL5/RpL38/RpL37A/RpS15Aa/RpS5a/RpL10Ab/RpS9",10
"93","2-2-2-2-1","GO:0006518","peptide metabolic process","10/10","362/4489",1.03628900487531e-11,2.6943514126758e-10,2.15984445226643e-10,"RpL10/eIF4A/eEF2/RpL5/RpL38/RpL37A/RpS15Aa/RpS5a/RpL10Ab/RpS9",10
"94","2-2-2-2-1","GO:0034645","cellular macromolecule biosynthetic process","10/10","374/4489",1.44169639933976e-11,3.12367553190282e-10,2.50399900937959e-10,"RpL10/eIF4A/eEF2/RpL5/RpL38/RpL37A/RpS15Aa/RpS5a/RpL10Ab/RpS9",10
"95","2-2-2-2-1","GO:0043603","cellular amide metabolic process","10/10","402/4489",2.99308156887587e-11,5.55858005648377e-10,4.45586579426634e-10,"RpL10/eIF4A/eEF2/RpL5/RpL38/RpL37A/RpS15Aa/RpS5a/RpL10Ab/RpS9",10
"96","2-2-2-2-1","GO:0022613","ribonucleoprotein complex biogenesis","5/10","124/4489",3.34777369079955e-06,5.44013224754927e-05,4.36091572880468e-05,"RpL10/RpL5/RpL38/RpS5a/RpL10Ab",5
"97","2-2-2-2-1","GO:0022618","ribonucleoprotein complex assembly","4/10","57/4489",4.63748709202295e-06,6.46832394215457e-05,5.18513417225346e-05,"RpL10/RpL5/RpL38/RpS5a",4
"98","2-2-2-2-1","GO:0071826","ribonucleoprotein complex subunit organization","4/10","58/4489",4.97563380165736e-06,6.46832394215457e-05,5.18513417225346e-05,"RpL10/RpL5/RpL38/RpS5a",4
"99","2-2-2-2-1","GO:0042254","ribosome biogenesis","4/10","85/4489",2.30626632048607e-05,0.000249845518052657,0.000200281022568527,"RpL10/RpL5/RpS5a/RpL10Ab",4
"100","2-2-2-2-1","GO:0065003","protein-containing complex assembly","4/10","276/4489",0.00218482993551601,0.0189351927744721,0.0151788184993744,"RpL10/RpL5/RpL38/RpS5a",4
"101","2-2-2-2-1","GO:0043933","protein-containing complex organization","4/10","326/4489",0.00403523537586382,0.0309872497781539,0.0248399816035404,"RpL10/RpL5/RpL38/RpS5a",4
"102","5-5-4-1-1","GO:0044281","small molecule metabolic process","14/29","408/4489",4.59091394125143e-08,1.37727418237543e-05,1.1259820508543e-05,"CG17896/Gpdh1/Sodh-1/Men/Mpc1/Pgi/AcCoAS/UGP/Argl/Paics/Oat/AdenoK/CG7560/Idh",14
"103","5-5-4-1-1","GO:0019752","carboxylic acid metabolic process","9/29","205/4489",3.27406388807501e-06,0.000288377791356559,0.00023576149258273,"CG17896/Men/Mpc1/Pgi/AcCoAS/Argl/Oat/CG7560/Idh",9
"104","5-5-4-1-1","GO:0043436","oxoacid metabolic process","9/29","206/4489",3.40944546137998e-06,0.000288377791356559,0.00023576149258273,"CG17896/Men/Mpc1/Pgi/AcCoAS/Argl/Oat/CG7560/Idh",9
"105","5-5-4-1-1","GO:0006082","organic acid metabolic process","9/29","209/4489",3.84503721808745e-06,0.000288377791356559,0.00023576149258273,"CG17896/Men/Mpc1/Pgi/AcCoAS/Argl/Oat/CG7560/Idh",9
"106","5-5-4-1-1","GO:0006091","generation of precursor metabolites and energy","7/29","134/4489",1.62763711066957e-05,0.000976582266401745,0.00079839883533897,"Men/aralar1/Pgi/Nipsnap/UGP/Taldo/Scsalpha1",7
"107","5-5-4-1-1","GO:0046942","carboxylic acid transport","4/29","39/4489",9.88751037554689e-05,0.00364571412314329,0.00298053119541188,"Mpc1/CG1907/aralar1/Indy",4
"108","5-5-4-1-1","GO:0098656","anion transmembrane transport","4/29","40/4489",0.000109371423694299,0.00364571412314329,0.00298053119541188,"Mpc1/CG1907/aralar1/Indy",4
